29001  transactions
creator setHeroAssetAddress  success
creator transferOwnership  success
user111 depositHeroToGateway 40020015 success
user111 depositHeroToGateway 30080021 success
user102 depositHeroToGateway 40070080 success
user113 depositHeroToGateway 40070082 success
user113 depositHeroToGateway 20020191 success
user113 depositHeroToGateway 20010941 success
user114 depositHeroToGateway 20010200 success
user114 depositHeroToGateway 30060138 success
user114 depositHeroToGateway 30050140 success
user76 depositHeroToGateway 20030048 success
user74 depositHeroToGateway 40110030 success
user76 depositHeroToGateway 20050167 success
user74 depositHeroToGateway 30080032 success
user76 depositHeroToGateway 30070024 success
user111 depositHeroToGateway 20020358 success
user85 depositHeroToGateway 40110029 success
user75 depositHeroToGateway 20050024 success
user111 depositHeroToGateway 20010299 success
user115 depositHeroToGateway 30040231 success
user85 depositHeroToGateway 40100061 success
user116 depositHeroToGateway 20050262 success
user117 depositHeroToGateway 20030113 success
user118 depositHeroToGateway 40100038 success
user105 depositHeroToGateway 20030010 success
user118 depositHeroToGateway 40100038 fail
user118 depositHeroToGateway 40120048 success
user105 depositHeroToGateway 30040207 success
user119 depositHeroToGateway 20010321 success
user97 depositHeroToGateway 50060010 success
user84 depositHeroToGateway 20020205 success
user97 depositHeroToGateway 50050004 success
user84 depositHeroToGateway 30060058 success
user45 depositHeroToGateway 20030131 fail
user31 depositHeroToGateway 30030014 success
user97 depositHeroToGateway 50080008 success
user97 depositHeroToGateway 50100011 success
user84 depositHeroToGateway 30050057 success
user97 depositHeroToGateway 50100011 fail
user120 depositHeroToGateway 20011034 success
user120 depositHeroToGateway 20020294 success
user119 depositHeroToGateway 20030300 success
user120 depositHeroToGateway 20030346 success
user119 depositHeroToGateway 20050243 success
user120 depositHeroToGateway 20050101 success
user120 depositHeroToGateway 30020023 success
user120 depositHeroToGateway 30080044 success
user121 depositHeroToGateway 30030046 success
user120 depositHeroToGateway 30090044 success
user121 depositHeroToGateway 30080053 success
user4 mintHero 20040179 fail
user120 depositHeroToGateway 40030091 success
user4 withdrawHeroToAssetOwnerByAdmin 40060025 success
user118 depositHeroToGateway 40140007 success
user121 depositHeroToGateway 30090052 success
user120 depositHeroToGateway 40050090 success
user120 depositHeroToGateway 40060089 success
user122 depositHeroToGateway 40040080 success
user123 depositHeroToGateway 20050299 success
user124 depositHeroToGateway 20010293 success
user105 depositHeroToGateway 30040207 fail
user120 depositHeroToGateway 40110016 success
user122 depositHeroToGateway 20050034 success
user124 depositHeroToGateway 20020274 success
user123 depositHeroToGateway 20030464 success
user122 depositHeroToGateway 40030040 success
user120 depositHeroToGateway 40120080 success
user124 depositHeroToGateway 20030429 success
user74 depositHeroToGateway 30030026 success
user124 depositHeroToGateway 20050287 success
user74 depositHeroToGateway 40140049 success
user124 depositHeroToGateway 30010089 success
user74 depositHeroToGateway 40130008 success
user105 depositHeroToGateway 20020257 success
user4 withdrawHeroToAssetOwnerByAdmin 50090002 success
user125 depositHeroToGateway 20050300 success
user126 depositHeroToGateway 30020066 success
user126 depositHeroToGateway 20050241 success
user84 depositHeroToGateway 20010394 success
user127 depositHeroToGateway 20050195 success
user84 depositHeroToGateway 30010096 success
user126 depositHeroToGateway 30030047 success
user4 withdrawHeroToAssetOwnerByAdmin 40100004 success
user97 depositHeroToGateway 50100012 success
user101 depositHeroToGateway 30010017 success
user101 depositHeroToGateway 30010141 success
user128 depositHeroToGateway 20050185 success
user101 depositHeroToGateway 30050029 success
user101 depositHeroToGateway 30060091 success
user129 depositHeroToGateway 50020005 success
user129 depositHeroToGateway 50040004 success
user97 depositHeroToGateway 40090030 success
user101 depositHeroToGateway 20020091 success
user97 depositHeroToGateway 40080073 success
user129 depositHeroToGateway 50070004 success
user105 depositHeroToGateway 20020257 fail
user128 depositHeroToGateway 30020051 success
user105 depositHeroToGateway 20010080 success
user130 depositHeroToGateway 40040048 success
user118 depositHeroToGateway 40130006 success
user130 depositHeroToGateway 40010055 success
user118 depositHeroToGateway 40110003 success
user130 depositHeroToGateway 40050069 success
user118 depositHeroToGateway 30040022 success
user130 depositHeroToGateway 40080072 success
user128 depositHeroToGateway 30020068 success
user122 depositHeroToGateway 50070005 success
user97 depositHeroToGateway 30080056 success
user116 depositHeroToGateway 20050262 fail
user131 depositHeroToGateway 50070008 success
user121 depositHeroToGateway 20050301 success
user131 depositHeroToGateway 40140011 success
user131 depositHeroToGateway 40130022 success
user126 depositHeroToGateway 30070037 success
user126 depositHeroToGateway 30080054 success
user126 depositHeroToGateway 30090054 success
user132 depositHeroToGateway 20050233 success
user133 depositHeroToGateway 50070009 success
user109 depositHeroToGateway 30030049 success
user11 depositHeroToGateway 30080057 success
user109 depositHeroToGateway 30020069 success
user121 depositHeroToGateway 30020071 success
user133 depositHeroToGateway 50070007 success
user121 depositHeroToGateway 30070043 success
user133 depositHeroToGateway 40120042 success
user31 depositHeroToGateway 30040025 success
user134 depositHeroToGateway 20050209 success
user134 depositHeroToGateway 30030044 success
user134 depositHeroToGateway 40120079 success
user101 depositHeroToGateway 30010142 success
user105 depositHeroToGateway 20010080 fail
user101 depositHeroToGateway 30050093 success
user101 depositHeroToGateway 30060042 success
user35 depositHeroToGateway 40130002 success
user31 depositHeroToGateway 20020097 success
user31 depositHeroToGateway 30020015 success
user135 depositHeroToGateway 20010546 success
user136 depositHeroToGateway 20030477 success
user135 depositHeroToGateway 20020237 success
user35 depositHeroToGateway 30020004 success
user136 depositHeroToGateway 20050323 success
user137 depositHeroToGateway 30080058 success
user138 depositHeroToGateway 20050274 success
user136 depositHeroToGateway 20020395 success
user11 depositHeroToGateway 30020070 success
user139 depositHeroToGateway 20050270 success
user135 depositHeroToGateway 20050238 success
user140 depositHeroToGateway 20010295 success
user140 depositHeroToGateway 40080043 success
user35 depositHeroToGateway 30010119 success
user120 depositHeroToGateway 20030346 fail
user120 depositHeroToGateway 40050090 fail
user35 depositHeroToGateway 30010119 fail
user10 depositHeroToGateway 50060011 success
user10 depositHeroToGateway 20050272 success
user99 depositHeroToGateway 40120011 success
user140 depositHeroToGateway 20020458 success
user114 depositHeroToGateway 20020024 success
user140 depositHeroToGateway 40080043 fail
user103 depositHeroToGateway 30070044 success
user137 depositHeroToGateway 30090055 success
user130 depositHeroToGateway 40070024 success
user139 depositHeroToGateway 20050270 fail
user11 depositHeroToGateway 30020070 fail
user130 depositHeroToGateway 40110034 success
user141 depositHeroToGateway 30090057 success
user142 depositHeroToGateway 20030307 success
user104 depositHeroToGateway 40020037 success
user137 depositHeroToGateway 20050290 success
user130 depositHeroToGateway 40140054 success
user104 depositHeroToGateway 40040019 success
user137 depositHeroToGateway 20010156 success
user130 depositHeroToGateway 40130035 success
user137 depositHeroToGateway 20010156 fail
user137 depositHeroToGateway 30080058 fail
user104 depositHeroToGateway 40100046 success
user104 depositHeroToGateway 50040008 success
user137 depositHeroToGateway 30090055 fail
user104 depositHeroToGateway 40140025 success
user141 depositHeroToGateway 20050311 success
user137 depositHeroToGateway 20050290 fail
user104 depositHeroToGateway 40090041 success
user143 depositHeroToGateway 30010133 success
user144 depositHeroToGateway 40030038 success
user142 depositHeroToGateway 20010402 success
user145 depositHeroToGateway 30040215 success
user143 depositHeroToGateway 30010132 success
user114 depositHeroToGateway 20030044 success
user114 depositHeroToGateway 20050232 success
user114 depositHeroToGateway 30040109 success
user143 depositHeroToGateway 20050320 success
user145 depositHeroToGateway 20050253 success
user99 depositHeroToGateway 20050008 success
user104 depositHeroToGateway 40010019 success
user145 depositHeroToGateway 20030126 success
user143 depositHeroToGateway 20030130 success
user143 depositHeroToGateway 20020276 success
user143 depositHeroToGateway 20010110 success
user145 depositHeroToGateway 20020064 success
user145 depositHeroToGateway 20010101 success
user99 depositHeroToGateway 30020011 success
user110 depositHeroToGateway 30090058 success
user141 depositHeroToGateway 30020074 success
user146 depositHeroToGateway 40070086 success
user147 depositHeroToGateway 20050114 success
user144 depositHeroToGateway 40020078 success
user146 depositHeroToGateway 20050224 success
user144 depositHeroToGateway 30040233 success
user11 depositHeroToGateway 30030054 success
user148 depositHeroToGateway 20050304 success
user148 depositHeroToGateway 20050304 fail
user146 depositHeroToGateway 50020008 success
user146 depositHeroToGateway 40040091 success
user149 depositHeroToGateway 40100079 success
user61 depositHeroToGateway 20010473 success
user131 depositHeroToGateway 40120023 success
user148 depositHeroToGateway 30070041 success
user144 depositHeroToGateway 40020078 fail
user131 depositHeroToGateway 40100023 success
user146 depositHeroToGateway 50040018 success
user150 depositHeroToGateway 40120082 success
user150 depositHeroToGateway 40100078 success
user151 depositHeroToGateway 20050308 success
user151 depositHeroToGateway 30080059 success
user144 depositHeroToGateway 40010064 success
user131 depositHeroToGateway 40080078 success
user148 depositHeroToGateway 30020067 success
user152 depositHeroToGateway 20020013 success
user150 depositHeroToGateway 40120081 success
user152 depositHeroToGateway 20030271 success
user150 depositHeroToGateway 40130041 success
user151 depositHeroToGateway 40140061 success
user131 depositHeroToGateway 40080078 fail
user152 depositHeroToGateway 20050183 success
user152 depositHeroToGateway 30040058 success
user131 depositHeroToGateway 40070077 success
user148 depositHeroToGateway 30070041 fail
user131 depositHeroToGateway 40060080 success
user153 depositHeroToGateway 20020347 success
user148 depositHeroToGateway 30030053 success
user153 depositHeroToGateway 20050353 success
user148 depositHeroToGateway 30070041 fail
user154 depositHeroToGateway 20010966 success
user155 depositHeroToGateway 20050344 success
user146 depositHeroToGateway 40030088 success
user131 depositHeroToGateway 40050077 success
user146 depositHeroToGateway 40050086 success
user71 depositHeroToGateway 20020107 success
user131 depositHeroToGateway 40040057 success
user146 depositHeroToGateway 40060086 success
user143 depositHeroToGateway 40130042 success
user156 depositHeroToGateway 20050350 success
user146 depositHeroToGateway 40080092 success
user146 depositHeroToGateway 20030310 success
user146 depositHeroToGateway 20010982 success
user131 depositHeroToGateway 40020094 success
user157 depositHeroToGateway 20050266 success
user146 depositHeroToGateway 20020122 success
user158 depositHeroToGateway 20011362 success
user105 depositHeroToGateway 30060153 success
user131 depositHeroToGateway 40020094 fail
user157 depositHeroToGateway 20030078 success
user131 depositHeroToGateway 40010063 success
user131 depositHeroToGateway 30080039 success
user131 depositHeroToGateway 30060133 success
user159 depositHeroToGateway 40100028 success
user159 depositHeroToGateway 30090019 success
user159 depositHeroToGateway 20050009 success
user160 depositHeroToGateway 30080062 success
user160 depositHeroToGateway 20010929 success
user160 depositHeroToGateway 20020469 success
user160 depositHeroToGateway 20050349 success
user160 depositHeroToGateway 30080062 fail
